ct_path,psnr_db,ssim
amos_0165,26.4330,0.659684
amos_0384,25.4482,0.682346
amos_0046,26.4150,0.687559
amos_0157,25.8638,0.696640
amos_0054,25.6263,0.649097
amos_0073,25.3835,0.706601
amos_0316,25.6644,0.695648
amos_0210,24.0010,0.669760
amos_0075,26.0557,0.706692
amos_0334,24.1113,0.782674
amos_0404,25.2358,0.660976
amos_0416,25.8670,0.773381
amos_0093,23.4009,0.597059
amos_0216,26.3520,0.746203
amos_0480,25.9460,0.777743
amos_0060,24.7154,0.672080
amos_0369,23.9826,0.669899
amos_0164,24.5800,0.634716
amos_0211,26.2746,0.728263
amos_0252,25.3112,0.760906
amos_0444,24.0817,0.783737
amos_0321,25.5996,0.704913
amos_0290,25.5380,0.727387
amos_0390,25.9872,0.677200
amos_0008,25.8937,0.649320
amos_0463,25.8622,0.743333
amos_0250,24.4738,0.749131
amos_0229,26.9660,0.766625
amos_0246,26.2951,0.789306
amos_0212,26.1416,0.785122
amos_0130,25.2023,0.629961
amos_0163,25.9932,0.691048
amos_0224,26.4871,0.746942
amos_0042,26.4205,0.729028
amos_0279,26.6326,0.774692
amos_0022,26.4861,0.657023
amos_0435,26.8201,0.752280
amos_0069,26.4835,0.712398
amos_0228,25.7588,0.718870
amos_0152,25.5224,0.697620
amos_0370,25.8787,0.676019
amos_0218,25.0523,0.713149
amos_0155,25.5820,0.698830
amos_0178,25.0900,0.688798
amos_0398,23.4416,0.652859
amos_0140,24.9455,0.668188
amos_0142,27.2829,0.667073
amos_0327,26.3206,0.754474
amos_0176,24.9839,0.697771
amos_0171,24.0041,0.694493
amos_0089,22.3577,0.571556
amos_0097,24.5709,0.591824
amos_0440,25.0519,0.717764
amos_0304,25.3455,0.736712
amos_0051,26.4606,0.695442
amos_0200,25.3758,0.668403
amos_0298,25.6735,0.705885
amos_0132,23.5483,0.581765
amos_0121,25.0120,0.632782
amos_0359,23.9443,0.772544
amos_0181,24.0476,0.632200
amos_0371,24.4881,0.688009
amos_0038,26.3509,0.704634
amos_0161,23.2005,0.628032
amos_0005,25.2753,0.655007
amos_0094,26.5462,0.692044
amos_0305,26.0551,0.741822
amos_0189,24.1125,0.680445
amos_0375,25.5227,0.700286
amos_0454,25.2042,0.830905
amos_0095,25.1057,0.707085
amos_0469,25.3280,0.781710
amos_0293,23.8858,0.731898
amos_0341,24.8038,0.750301
amos_0408,26.0579,0.676352
