ct_path,psnr_db,ssim
Case_00415_0000,24.0923,0.726258
Case_00418_0000,25.1626,0.798735
Case_00326_0000,24.8172,0.718887
Case_00561_0000,23.2994,0.685427
Case_00560_0000,24.4431,0.705930
Case_00721_0000,24.9806,0.792506
Case_00582_0000,23.1236,0.783548
Case_00569_0000,24.3837,0.692419
Case_00625_0000,22.6386,0.709096
Case_00952_0000,24.5907,0.780645
Case_01016_0000,24.8052,0.813359
Case_00483_0000,26.2327,0.862250
Case_00203_0000,25.6928,0.807011
Case_00291_0000,24.6233,0.735577
Case_00290_0000,25.1772,0.735083
Case_00211_0000,23.8919,0.726627
Case_00665_0000,24.5298,0.701967
Case_01011_0000,25.7471,0.833738
Case_00312_0000,26.2236,0.848563
Case_00762_0000,25.7524,0.799883
Case_00968_0000,24.7453,0.715417
Case_00330_0000,26.1484,0.814259
Case_00872_0000,26.2871,0.840535
Case_00782_0000,24.6091,0.702298
Case_00092_0000,25.7315,0.806526
Case_00099_0000,24.5393,0.715100
Case_00680_0000,25.5869,0.749472
Case_00504_0000,23.7640,0.740743
Case_00849_0000,25.5546,0.767450
Case_00640_0000,25.4357,0.790848
Case_00878_0000,25.6544,0.826428
Case_00531_0000,24.8893,0.732506
Case_00516_0000,23.6294,0.736730
Case_00802_0000,25.3914,0.837287
Case_00587_0000,21.4627,0.675276
Case_00432_0000,24.8612,0.787931
Case_00006_0000,23.8990,0.715427
Case_00696_0000,24.7762,0.753121
Case_00943_0000,24.1714,0.697296
Case_00035_0000,24.9559,0.725363
Case_00145_0000,26.2706,0.858266
Case_00977_0000,25.4980,0.749446
Case_00780_0000,24.0289,0.706370
Case_01050_0000,26.1568,0.789987
Case_00045_0000,26.0984,0.787787
Case_00887_0000,24.6016,0.806534
Case_00947_0000,23.8876,0.683358
Case_00064_0000,23.5181,0.695930
Case_00428_0000,24.0938,0.747244
Case_00343_0000,26.0271,0.840462
Case_00490_0000,26.1767,0.848376
Case_00376_0000,26.0808,0.826660
Case_00252_0000,23.3379,0.725501
Case_00051_0000,25.2866,0.798369
Case_00416_0000,23.8758,0.714393
Case_01023_0000,25.0256,0.716423
Case_00402_0000,25.7461,0.823772
