ct_path,psnr_db,ssim
s0013,32.4908,0.920124
s0029,31.5938,0.908901
s0038,33.2164,0.927799
s0040,31.4908,0.901035
s0119,32.1234,0.903809
s0230,29.3547,0.892891
s0235,33.6366,0.935827
s0236,30.8080,0.892602
s0244,30.8683,0.896845
s0291,33.3278,0.919721
s0295,35.0147,0.970773
s0308,32.8165,0.915348
s0311,33.4565,0.926182
s0423,30.0529,0.874906
s0440,32.5018,0.918743
s0441,31.8797,0.896110
s0450,33.8765,0.927112
s0459,29.9854,0.906921
s0468,32.8018,0.942117
s0470,29.6160,0.889907
s0482,28.3196,0.864091
s0499,32.0617,0.920065
s0505,30.0320,0.864621
s0543,31.9455,0.895541
s0561,32.5682,0.920082
s0667,30.4982,0.894186
s0673,31.4691,0.900907
s0684,33.3788,0.949974
s0687,30.8516,0.916559
s0735,30.5099,0.911121
s0753,29.9530,0.887031
s0802,29.9321,0.898932
s0829,30.4286,0.900391
s0907,30.5487,0.875249
s0923,32.4592,0.915053
s0933,29.9802,0.876341
s0951,32.7073,0.927971
s0994,31.4223,0.878208
s1051,33.9374,0.960453
s1057,31.4763,0.905454
s1075,31.6241,0.941690
s1094,30.4028,0.912772
s1096,29.6694,0.924218
s1112,31.8685,0.934703
s1119,29.1228,0.849431
s1121,32.4411,0.929457
s1152,27.7623,0.834245
s1174,32.5209,0.914873
s1176,31.5195,0.920582
s1184,29.5535,0.912235
s1192,30.0892,0.900209
s1195,33.8817,0.953975
s1212,30.6985,0.898441
s1240,31.3670,0.899855
s1248,31.3160,0.901810
s1249,28.8954,0.858412
s1276,32.9848,0.921987
s1322,33.0460,0.911209
s1323,28.8982,0.881518
s1347,31.0867,0.896051
s1355,33.2116,0.934660
s1357,31.1028,0.901708
s1377,28.5938,0.848234
s1386,32.1537,0.899941
s1411,31.7904,0.888708
s1412,30.9540,0.860257
s1413,29.3995,0.897187
s1414,31.5551,0.905068
s1415,30.7445,0.878675
s1418,32.1145,0.913202
s1420,29.6148,0.881388
s1421,28.5661,0.851643
s1422,30.4856,0.880369
s1423,32.2156,0.908630
s1424,29.3807,0.867758
s1425,32.5626,0.922134
s1426,34.1263,0.936336
s1427,33.0056,0.924341
s1428,32.8730,0.934150
