ct_path,psnr_db,ssim
Case_00415_0000,22.1562,0.684206
Case_00418_0000,23.5824,0.769807
Case_00326_0000,24.6789,0.779009
Case_00561_0000,21.2114,0.642311
Case_00560_0000,22.7624,0.692792
Case_00721_0000,23.2569,0.730198
Case_00582_0000,21.3450,0.711155
Case_00569_0000,22.7200,0.682641
Case_00625_0000,20.9268,0.665823
Case_00952_0000,23.0414,0.706037
Case_01016_0000,23.3483,0.777887
Case_00483_0000,24.7731,0.806619
Case_00203_0000,24.3300,0.782643
Case_00291_0000,23.4756,0.709365
Case_00290_0000,22.9894,0.725024
Case_00211_0000,21.9939,0.687976
Case_00665_0000,22.8453,0.696091
Case_01011_0000,24.2170,0.793675
Case_00312_0000,25.4548,0.811003
Case_00762_0000,24.5719,0.795143
Case_00968_0000,22.9303,0.688009
Case_00330_0000,24.8584,0.789655
Case_00872_0000,25.3851,0.815765
Case_00782_0000,22.4609,0.667059
Case_00092_0000,24.7619,0.796854
Case_00099_0000,22.8462,0.706550
Case_00680_0000,26.5163,0.821580
Case_00504_0000,22.1314,0.710055
Case_00849_0000,25.8821,0.815054
Case_00640_0000,24.3555,0.783443
Case_00878_0000,24.5315,0.790500
Case_00531_0000,23.2865,0.714037
Case_00516_0000,21.9078,0.702245
Case_00802_0000,23.9833,0.783091
Case_00587_0000,19.8448,0.624107
Case_00432_0000,23.6313,0.720363
Case_00006_0000,21.9775,0.682241
Case_00696_0000,23.5394,0.710374
Case_00943_0000,22.3042,0.679987
Case_00035_0000,24.0423,0.793016
Case_00145_0000,25.3520,0.821158
Case_00977_0000,25.8567,0.818263
Case_00780_0000,22.7014,0.687360
Case_01050_0000,25.0979,0.804138
Case_00045_0000,25.0934,0.797258
Case_00887_0000,23.0210,0.770829
Case_00947_0000,22.4363,0.655625
Case_00064_0000,21.2107,0.649522
Case_00428_0000,22.4727,0.701681
Case_00343_0000,24.8576,0.805229
Case_00490_0000,25.2999,0.810823
Case_00376_0000,25.0329,0.813464
Case_00252_0000,21.8034,0.686924
Case_00051_0000,24.0808,0.769203
Case_00416_0000,24.2545,0.798272
Case_01023_0000,25.0047,0.784559
Case_00402_0000,24.5253,0.755791
Case_00821_0000,25.0877,0.811437
Case_00824_0000,25.0045,0.776887
Case_00018_0000,22.6587,0.697253
Case_00931_0000,22.7399,0.698234
Case_00194_0000,23.5030,0.726017
Case_00461_0000,23.6859,0.694321
Case_01059_0000,23.7623,0.794502
Case_00344_0000,22.3465,0.749978
Case_00618_0000,25.5695,0.826264
Case_00090_0000,25.6341,0.828871
Case_00933_0000,22.4279,0.687407
Case_00471_0000,23.5421,0.720794
Case_00534_0000,21.2309,0.684725
Case_00114_0000,25.2402,0.810197
Case_00602_0000,25.5271,0.812483
Case_00510_0000,22.0537,0.697975
Case_01030_0000,24.1717,0.773169
Case_01058_0000,24.4612,0.801325
Case_00728_0000,21.4717,0.673071
Case_00572_0000,21.2086,0.653023
Case_00807_0000,24.9081,0.779303
Case_00923_0000,24.1515,0.777399
Case_00505_0000,24.3318,0.795512
Case_00819_0000,24.9246,0.799643
Case_00732_0000,23.2857,0.721686
Case_00150_0000,24.9591,0.809807
Case_00488_0000,24.6608,0.803082
Case_00734_0000,24.0592,0.721084
Case_00784_0000,25.7807,0.814983
Case_00894_0000,24.3245,0.801593
Case_00846_0000,24.4627,0.800850
Case_00034_0000,25.8735,0.809527
Case_00028_0000,23.6788,0.722779
Case_00841_0000,23.9911,0.773211
Case_00660_0000,25.4988,0.817881
Case_00970_0000,22.8119,0.695979
Case_00492_0000,24.6243,0.798408
Case_00232_0000,25.0975,0.794151
Case_00578_0000,22.4350,0.752792
Case_00608_0000,24.7132,0.813841
Case_00967_0000,23.3658,0.711284
Case_00242_0000,23.5883,0.746045
Case_00158_0000,25.3868,0.823535
Case_00580_0000,22.5562,0.697972
Case_00196_0000,23.6601,0.766181
Case_00984_0000,25.3322,0.810699
Case_00214_0000,25.8377,0.786477
Case_00468_0000,24.2991,0.736694
Case_01044_0000,24.6114,0.787007
Case_00549_0000,24.0304,0.709285
Case_00080_0000,25.5876,0.815425
Case_00424_0000,24.1409,0.764391
Case_00077_0000,22.8249,0.675644
Case_00154_0000,24.6117,0.813344
Case_00054_0000,22.8943,0.711221
Case_00426_0000,22.9039,0.689918
Case_00623_0000,22.2793,0.724122
Case_00964_0000,23.0679,0.686042
Case_00451_0000,24.8946,0.792945
Case_00885_0000,23.3030,0.779119
Case_00912_0000,24.0509,0.759393
Case_00334_0000,25.1852,0.821740
Case_00207_0000,21.2525,0.690267
Case_00829_0000,25.2430,0.813340
Case_00854_0000,25.1814,0.816976
Case_00398_0000,20.6707,0.665729
Case_00265_0000,22.1198,0.684052
Case_00961_0000,21.9683,0.671523
