ct_path,psnr_db,ssim
Case_00415_0000,26.1062,0.784509
Case_00418_0000,27.2045,0.829821
Case_00326_0000,28.0444,0.861793
Case_00561_0000,25.7212,0.772067
Case_00560_0000,25.9941,0.778062
Case_00721_0000,26.8356,0.819729
Case_00582_0000,25.0251,0.805145
Case_00569_0000,25.8765,0.775903
Case_00625_0000,26.9236,0.813180
Case_00952_0000,26.2928,0.791598
Case_01016_0000,26.3845,0.839317
Case_00483_0000,27.7887,0.856880
Case_00203_0000,26.8320,0.815876
Case_00291_0000,27.6786,0.822044
Case_00290_0000,27.3973,0.814520
Case_00211_0000,26.7116,0.789637
Case_00665_0000,26.1395,0.787504
Case_01011_0000,27.4307,0.851193
Case_00312_0000,27.5306,0.842420
Case_00762_0000,27.0673,0.831821
Case_00968_0000,26.9847,0.798749
Case_00330_0000,27.5518,0.846095
Case_00872_0000,27.6710,0.852856
Case_00782_0000,26.0073,0.795955
Case_00092_0000,27.3843,0.842734
Case_00099_0000,27.1196,0.826066
Case_00680_0000,28.4840,0.876396
Case_00504_0000,28.4285,0.828496
Case_00849_0000,28.1234,0.869724
Case_00640_0000,27.5809,0.852478
Case_00878_0000,27.3195,0.835625
Case_00531_0000,26.8654,0.805838
Case_00516_0000,27.0491,0.820982
Case_00802_0000,27.5163,0.839429
Case_00587_0000,23.8630,0.745013
Case_00432_0000,27.4046,0.828201
Case_00006_0000,26.0889,0.790099
Case_00696_0000,26.7407,0.791155
Case_00943_0000,26.0453,0.778682
Case_00035_0000,27.9626,0.864548
Case_00145_0000,27.9569,0.855841
Case_00977_0000,28.2643,0.866477
Case_00780_0000,26.5478,0.802499
Case_01050_0000,27.4450,0.857339
Case_00045_0000,28.2402,0.860803
Case_00887_0000,27.5676,0.840527
Case_00947_0000,25.8110,0.770017
Case_00064_0000,25.5511,0.772797
Case_00428_0000,26.7675,0.792456
Case_00343_0000,27.5956,0.849138
Case_00490_0000,27.5984,0.846829
Case_00376_0000,27.5014,0.850331
Case_00252_0000,27.1494,0.820403
Case_00051_0000,27.6217,0.842025
