ct_path,psnr_db,ssim
s0013,27.1258,0.834296
s0029,26.6803,0.763282
s0038,27.5574,0.752808
s0040,26.6738,0.717428
s0119,26.7478,0.788192
s0230,25.4053,0.789647
s0235,27.5522,0.838496
s0236,26.5606,0.765132
s0244,26.1869,0.756526
s0291,27.2841,0.783024
s0295,28.4751,0.918242
s0308,27.9125,0.825688
s0311,28.0256,0.814764
s0423,25.8837,0.705456
s0440,26.9166,0.734326
s0441,27.0747,0.788592
s0450,27.4584,0.802901
s0459,25.8376,0.773492
s0468,26.7182,0.715165
s0470,25.3967,0.760313
s0482,24.4502,0.719469
s0499,27.0858,0.742531
s0505,26.4253,0.762958
s0543,27.3277,0.794753
s0561,27.5132,0.831488
s0667,26.0727,0.760662
s0673,26.2711,0.802024
s0684,27.6853,0.892071
s0687,26.2960,0.768505
s0735,26.2032,0.815737
s0753,26.1154,0.782384
s0802,25.8534,0.818335
s0829,26.0987,0.800005
s0907,25.5932,0.766988
s0923,27.1338,0.772999
s0933,25.9522,0.728558
s0951,27.0464,0.833585
s0994,26.2194,0.770959
s1051,27.8295,0.874107
s1057,26.4059,0.810066
s1075,26.4572,0.824585
s1094,25.9904,0.792586
s1096,25.6716,0.846213
s1112,26.3584,0.749204
s1119,24.9547,0.735294
s1121,26.6963,0.701528
s1152,24.4999,0.718408
s1174,27.7103,0.809173
s1176,26.0173,0.795951
s1184,25.2627,0.803444
s1192,25.4613,0.778252
s1195,27.6171,0.843598
s1212,26.0846,0.737495
s1240,26.8504,0.776480
s1248,27.1449,0.836175
s1249,25.3498,0.700805
s1276,27.9704,0.838270
s1322,27.5446,0.808374
s1323,25.1547,0.766479
s1347,26.3887,0.749103
s1355,27.5024,0.766996
s1357,26.0955,0.751020
s1377,24.9231,0.688725
s1386,27.3862,0.730958
s1411,27.3005,0.730950
s1412,26.6711,0.733767
s1413,25.4516,0.717767
s1414,26.6634,0.762405
s1415,26.5578,0.749035
s1418,26.6952,0.809490
s1420,25.2665,0.723179
s1421,24.7627,0.741185
s1422,26.6784,0.783360
s1423,27.2358,0.793743
s1424,25.4355,0.730750
s1425,27.1386,0.811469
s1426,28.0238,0.854480
s1427,27.3761,0.841937
s1428,26.8415,0.802035
