ct_path,psnr_db,ssim
s0013,25.8342,0.774452
s0029,24.7238,0.713270
s0038,26.8532,0.728803
s0040,25.4191,0.675780
s0119,25.2446,0.702685
s0230,23.7455,0.784627
s0235,26.9735,0.850956
s0236,24.1276,0.718938
s0244,24.9195,0.690564
s0291,25.9544,0.747826
s0295,27.5798,0.942237
s0308,26.5948,0.802333
s0311,26.7711,0.794862
s0423,24.0013,0.655639
s0440,26.3456,0.705237
s0441,25.7605,0.736738
s0450,26.3598,0.799326
s0459,23.7751,0.738389
s0468,24.3282,0.679043
s0470,24.0964,0.720926
s0482,21.7949,0.586530
s0499,25.2573,0.707699
s0505,22.5066,0.685743
s0543,24.4272,0.731697
s0561,26.5688,0.802117
s0667,24.0137,0.624834
s0673,26.0899,0.810284
s0684,26.1851,0.892754
s0687,25.0644,0.765005
s0735,23.8040,0.804436
s0753,24.9171,0.770577
s0802,24.7185,0.831110
s0829,25.0880,0.810184
s0907,23.7290,0.667096
s0923,25.5781,0.738647
s0933,22.4291,0.639580
s0951,25.9102,0.744449
s0994,25.1568,0.686448
s1051,26.2575,0.885901
s1057,25.8578,0.773086
s1075,25.3083,0.829135
s1094,25.0252,0.800056
s1096,20.9204,0.809297
s1112,25.2383,0.746834
s1119,23.8245,0.676030
s1121,23.1066,0.606496
s1152,20.4811,0.592611
s1174,25.7108,0.764355
s1176,24.6629,0.783089
s1184,23.9616,0.762892
s1192,23.6733,0.700625
s1195,26.4409,0.851591
s1212,23.9157,0.671798
s1240,25.2454,0.734884
s1248,25.2766,0.808106
s1249,21.4743,0.596355
s1276,24.7055,0.773814
s1322,26.5399,0.772018
s1323,23.7015,0.738232
s1347,24.0988,0.671526
s1355,27.0717,0.747816
s1357,23.4140,0.702236
s1377,23.3370,0.652501
s1386,25.7909,0.676064
s1411,25.8926,0.679396
s1412,25.0811,0.691805
s1413,23.1741,0.664633
s1414,25.9695,0.753930
s1415,24.0468,0.670172
s1418,25.2741,0.724043
s1420,22.4721,0.654607
s1421,21.4152,0.630933
s1422,23.1691,0.675835
s1423,24.2825,0.719395
s1424,23.0930,0.683634
s1425,26.0888,0.790001
s1426,26.3329,0.850231
s1427,25.6142,0.786655
s1428,24.0217,0.755876
