ct_path,psnr_db,ssim
Case_00415_0000,27.9080,0.844902
Case_00418_0000,31.0694,0.888509
Case_00326_0000,31.5021,0.923249
Case_00561_0000,26.9418,0.820867
Case_00560_0000,27.1039,0.812748
Case_00721_0000,27.6452,0.849612
Case_00582_0000,25.1587,0.847967
Case_00569_0000,27.7321,0.839917
Case_00625_0000,28.0200,0.833240
Case_00952_0000,27.3917,0.834172
Case_01016_0000,28.3969,0.905689
Case_00483_0000,31.2030,0.902105
Case_00203_0000,28.3096,0.863720
Case_00291_0000,30.4803,0.902275
Case_00290_0000,28.8570,0.888507
Case_00211_0000,28.6895,0.843633
Case_00665_0000,27.3074,0.854637
Case_01011_0000,30.4442,0.904606
Case_00312_0000,31.6884,0.907746
Case_00762_0000,30.9377,0.903338
Case_00968_0000,29.4668,0.860527
Case_00330_0000,30.6750,0.898515
Case_00872_0000,30.7467,0.913437
Case_00782_0000,26.2501,0.831694
Case_00092_0000,30.4509,0.917331
Case_00099_0000,28.6591,0.866876
Case_00680_0000,34.4232,0.941500
Case_00504_0000,30.3178,0.864531
Case_00849_0000,32.3299,0.928130
Case_00640_0000,30.4032,0.908739
Case_00878_0000,29.3847,0.888945
Case_00531_0000,28.8885,0.877629
Case_00516_0000,28.8124,0.859346
Case_00802_0000,30.9191,0.891350
Case_00587_0000,24.1776,0.770150
Case_00432_0000,29.5986,0.854153
Case_00006_0000,27.2137,0.835425
Case_00696_0000,29.2712,0.858451
Case_00943_0000,27.7368,0.837306
Case_00035_0000,31.3592,0.920132
Case_00145_0000,31.8362,0.915428
Case_00977_0000,32.8826,0.936410
Case_00780_0000,27.7775,0.832142
Case_01050_0000,31.5784,0.922858
Case_00045_0000,32.8854,0.930869
Case_00887_0000,29.8881,0.878351
Case_00947_0000,26.9764,0.822999
Case_00064_0000,26.8523,0.833202
Case_00428_0000,28.3996,0.839449
Case_00343_0000,31.4021,0.910842
Case_00490_0000,31.4412,0.902662
Case_00376_0000,30.4748,0.914941
Case_00252_0000,28.2640,0.846649
Case_00051_0000,30.4436,0.889780
Case_00416_0000,33.7804,0.948940
Case_01023_0000,32.8192,0.930716
Case_00402_0000,31.0984,0.884784
Case_00821_0000,31.2161,0.915479
Case_00824_0000,31.2157,0.911808
Case_00018_0000,28.6291,0.861544
Case_00931_0000,27.2071,0.838802
Case_00194_0000,29.2841,0.866463
Case_00461_0000,28.1094,0.847071
Case_01059_0000,29.6346,0.900138
Case_00344_0000,27.0964,0.857807
Case_00618_0000,31.2590,0.911311
Case_00090_0000,31.8629,0.927287
Case_00933_0000,27.8092,0.853645
Case_00471_0000,28.6380,0.896406
Case_00534_0000,28.5933,0.840541
Case_00114_0000,31.1944,0.896684
Case_00602_0000,32.3250,0.931719
Case_00510_0000,28.3741,0.855116
Case_01030_0000,29.7511,0.891629
Case_01058_0000,31.2513,0.912510
Case_00728_0000,28.0730,0.841105
Case_00572_0000,25.9033,0.833712
Case_00807_0000,30.9136,0.901396
Case_00923_0000,30.8977,0.928634
Case_00505_0000,30.6023,0.907393
Case_00819_0000,31.2381,0.916090
Case_00732_0000,29.0968,0.879332
Case_00150_0000,30.4028,0.896364
Case_00488_0000,30.4241,0.910298
Case_00734_0000,30.0529,0.890133
Case_00784_0000,34.4156,0.936625
Case_00894_0000,30.8157,0.932777
Case_00846_0000,30.6754,0.895432
Case_00034_0000,32.5444,0.932795
Case_00028_0000,28.3808,0.880955
Case_00841_0000,29.1080,0.883357
Case_00660_0000,32.8296,0.927528
Case_00970_0000,29.3069,0.854291
Case_00492_0000,30.6908,0.907819
Case_00232_0000,30.5003,0.901412
Case_00578_0000,27.9325,0.860859
Case_00608_0000,31.8824,0.931290
Case_00967_0000,28.8471,0.870329
Case_00242_0000,29.5759,0.876646
Case_00158_0000,31.8071,0.918335
Case_00580_0000,27.2221,0.861918
Case_00196_0000,27.9780,0.872663
Case_00984_0000,31.6285,0.907953
Case_00214_0000,33.2390,0.943310
Case_00468_0000,31.5805,0.909308
Case_01044_0000,32.0874,0.936028
Case_00549_0000,29.1680,0.843752
