ct_path,psnr_db,ssim
liver_139,26.3070,0.767345
hepaticvessel_182,27.3463,0.873402
colon_209,25.5487,0.783836
pancreas_237,26.9729,0.830378
pancreas_352,26.9721,0.852817
pancreas_042,26.8418,0.833392
liver_63,26.7871,0.820275
pancreas_273,27.1629,0.846361
lung_048,24.5177,0.751597
spleen_61,26.0197,0.789637
hepaticvessel_026,27.3785,0.841675
pancreas_004,26.7135,0.816259
colon_039,26.5395,0.831311
pancreas_006,26.8800,0.837728
pancreas_284,27.2787,0.856109
colon_118,24.8017,0.717870
lung_081,23.9730,0.730471
colon_037,25.9591,0.778430
colon_157,25.3551,0.839251
lung_079,23.2071,0.708367
pancreas_105,26.3179,0.758741
pancreas_335,26.4042,0.829951
hepaticvessel_359,27.0972,0.866264
hepaticvessel_400,27.1856,0.855626
hepaticvessel_181,25.3474,0.818577
pancreas_345,27.3701,0.849263
pancreas_044,27.4256,0.853183
pancreas_092,26.1000,0.774468
pancreas_391,27.3754,0.853673
pancreas_037,27.5612,0.872391
lung_024,24.5311,0.748484
hepaticvessel_318,27.0846,0.842302
hepaticvessel_196,27.3016,0.865259
hepaticvessel_228,27.8067,0.864488
hepaticvessel_384,27.4198,0.846680
pancreas_188,26.8429,0.854550
colon_011,26.2034,0.835408
lung_017,24.3898,0.748189
hepaticvessel_001,27.3114,0.853628
hepaticvessel_055,27.3649,0.855707
lung_061,24.3186,0.762062
lung_006,24.0589,0.722258
pancreas_226,26.8617,0.846372
hepaticvessel_195,27.7040,0.874206
pancreas_080,27.1357,0.847464
pancreas_223,27.0101,0.830120
hepaticvessel_180,25.7208,0.834942
colon_019,26.4729,0.825104
colon_025,25.6617,0.799646
pancreas_033,26.1051,0.770230
hepaticvessel_185,25.8310,0.834213
colon_155,25.5526,0.716381
hepaticvessel_192,26.6186,0.842820
pancreas_325,26.8886,0.851877
hepaticvessel_160,27.9823,0.872584
colon_168,25.7526,0.814489
hepaticvessel_395,26.9889,0.832977
hepaticvessel_019,27.6733,0.834304
pancreas_283,26.0278,0.831354
hepaticvessel_431,27.8893,0.848776
pancreas_121,27.5137,0.840849
pancreas_269,26.7299,0.824277
hepaticvessel_349,27.6040,0.865264
pancreas_028,27.4367,0.855754
pancreas_057,27.0796,0.820272
hepaticvessel_234,27.4910,0.840727
colon_217,24.7489,0.733872
colon_127,24.9921,0.785892
hepaticvessel_047,27.8093,0.864328
spleen_49,26.0415,0.810961
pancreas_256,26.9741,0.858280
pancreas_016,27.0598,0.845763
pancreas_170,27.1767,0.833543
hepaticvessel_282,27.7534,0.867433
colon_112,24.4273,0.747872
colon_192,25.4972,0.752718
hepaticvessel_110,27.2642,0.842469
liver_17,26.1408,0.785682
colon_200,26.4953,0.843168
liver_76,26.7562,0.789869
liver_130,24.5296,0.761170
pancreas_349,26.5540,0.839967
hepaticvessel_214,26.4922,0.843000
lung_093,24.2883,0.734315
lung_013,24.3770,0.761542
colon_148,25.2902,0.773810
colon_060,27.1730,0.863921
liver_19,25.4906,0.753553
colon_083,26.5006,0.777388
hepaticvessel_284,27.4824,0.866047
spleen_40,25.4092,0.761033
hepaticvessel_003,27.8858,0.871702
liver_112,24.5301,0.766624
colon_119,25.7122,0.767701
pancreas_212,24.9981,0.808908
pancreas_209,26.2091,0.826626
pancreas_036,27.6099,0.858592
liver_75,25.5203,0.764140
hepaticvessel_406,27.7822,0.849276
colon_179,24.6754,0.741670
hepaticvessel_122,26.1098,0.819595
lung_083,24.1521,0.756567
liver_18,25.6388,0.767898
pancreas_252,27.1626,0.847604
pancreas_136,27.1827,0.852099
liver_24,25.4689,0.758010
pancreas_257,27.4662,0.867197
pancreas_262,27.1231,0.853558
pancreas_337,26.7414,0.845545
hepaticvessel_200,27.2610,0.886412
hepaticvessel_199,27.0894,0.851972
hepaticvessel_279,27.3827,0.834145
colon_214,27.6400,0.839213
hepaticvessel_127,24.7400,0.739128
hepaticvessel_251,27.3058,0.867018
colon_147,25.8857,0.769311
pancreas_030,25.7456,0.768024
pancreas_086,27.0912,0.870729
pancreas_151,24.3447,0.722248
hepaticvessel_455,26.4069,0.828880
hepaticvessel_315,27.3532,0.860799
lung_066,24.1783,0.748517
pancreas_045,27.7262,0.859898
hepaticvessel_126,25.0688,0.755587
hepaticvessel_161,27.8057,0.883069
pancreas_110,26.9067,0.845496
pancreas_243,27.4060,0.852499
hepaticvessel_438,27.2880,0.849629
colon_005,25.4303,0.809049
colon_156,24.4895,0.782805
pancreas_194,26.5993,0.838185
hepaticvessel_425,27.6112,0.863904
hepaticvessel_380,26.7687,0.837897
colon_070,26.2635,0.809376
pancreas_347,26.2964,0.835764
pancreas_009,26.1886,0.842142
hepaticvessel_025,26.6207,0.827276
hepaticvessel_444,27.0379,0.864502
lung_041,23.4128,0.730725
pancreas_416,24.3839,0.739315
hepaticvessel_460,26.9417,0.846853
hepaticvessel_297,27.4574,0.836808
liver_118,25.4290,0.756178
pancreas_249,25.3696,0.798116
lung_068,23.5468,0.721693
pancreas_314,26.0693,0.809885
pancreas_091,27.4120,0.860608
liver_178,24.3643,0.754133
pancreas_350,27.2602,0.846543
pancreas_064,27.1419,0.837915
lung_036,23.0290,0.685447
colon_126,25.0315,0.764426
liver_174,25.1151,0.770538
hepaticvessel_441,27.4890,0.849551
pancreas_346,26.3711,0.824259
colon_038,27.4936,0.868099
pancreas_401,26.1903,0.806725
colon_010,25.6616,0.792756
colon_133,26.5664,0.810548
liver_103,24.7749,0.729210
hepaticvessel_243,27.0988,0.870151
pancreas_342,26.6878,0.816595
pancreas_060,27.0959,0.853028
colon_186,26.0758,0.779642
pancreas_330,27.2864,0.846070
pancreas_227,27.2075,0.851762
hepaticvessel_210,27.0989,0.836321
colon_059,27.2624,0.849914
pancreas_038,27.2997,0.855145
colon_069,25.8488,0.778897
pancreas_128,26.8496,0.846914
hepaticvessel_348,27.3453,0.865527
liver_166,23.7074,0.745131
hepaticvessel_170,27.0382,0.826913
hepaticvessel_388,26.1253,0.829751
liver_59,26.1333,0.762699
hepaticvessel_368,26.8953,0.854576
pancreas_308,26.1313,0.812472
hepaticvessel_050,27.6198,0.864926
pancreas_076,26.9836,0.854062
liver_113,24.6786,0.748105
hepaticvessel_448,27.5241,0.852821
hepaticvessel_178,27.2164,0.850580
pancreas_070,26.4512,0.829960
pancreas_371,25.4151,0.805421
colon_207,24.4757,0.719190
liver_32,24.8714,0.815318
pancreas_229,25.8718,0.828619
pancreas_405,26.8054,0.843984
liver_159,25.8356,0.773917
hepaticvessel_215,26.1520,0.835408
pancreas_310,27.3284,0.859941
hepaticvessel_397,26.5605,0.823570
colon_117,24.6346,0.718136
pancreas_124,26.6702,0.830043
lung_040,23.5941,0.699161
pancreas_329,26.2698,0.841016
pancreas_236,25.2039,0.844520
liver_121,24.7131,0.718923
lung_015,22.9310,0.701346
hepaticvessel_032,27.0076,0.824412
hepaticvessel_386,27.7790,0.879406
pancreas_179,27.1114,0.848732
pancreas_413,27.1408,0.849442
colon_134,24.9570,0.760920
hepaticvessel_187,27.3584,0.848218
colon_048,25.1157,0.786672
pancreas_214,26.4274,0.821344
hepaticvessel_084,26.5556,0.833935
