ct_path,psnr_db,ssim
amos_0165,24.0222,0.762814
amos_0384,23.9308,0.682190
amos_0046,23.9152,0.750653
amos_0157,24.0439,0.714356
amos_0054,23.4586,0.744302
amos_0073,23.8657,0.706685
amos_0316,23.5305,0.716752
amos_0210,23.0447,0.660658
amos_0075,24.2640,0.716340
amos_0334,22.2675,0.551089
amos_0404,23.9024,0.753477
amos_0416,23.9123,0.623992
amos_0093,21.6408,0.670315
amos_0216,24.6118,0.683651
amos_0480,24.5568,0.672808
amos_0060,23.9899,0.745256
amos_0369,23.3204,0.622753
amos_0164,23.1853,0.716460
amos_0211,24.3130,0.687284
amos_0252,23.3989,0.608318
amos_0444,22.2585,0.455009
amos_0321,23.5866,0.679060
amos_0290,23.8085,0.626071
amos_0390,23.9500,0.747373
amos_0008,24.1503,0.766954
amos_0463,23.8755,0.645623
amos_0250,23.3912,0.624037
amos_0229,24.7124,0.728600
amos_0246,24.2361,0.641858
amos_0212,24.6743,0.608241
amos_0130,23.3971,0.749316
amos_0163,23.5759,0.741909
amos_0224,24.7681,0.703591
amos_0042,24.7074,0.731054
amos_0279,24.6247,0.655589
amos_0022,24.3173,0.774141
amos_0435,24.5710,0.687520
amos_0069,24.8906,0.740381
amos_0228,24.3083,0.691188
amos_0152,23.4483,0.708357
amos_0370,23.9590,0.777268
amos_0218,23.3891,0.671248
amos_0155,23.3342,0.721271
amos_0178,23.6859,0.687054
amos_0398,22.3426,0.711604
amos_0140,24.0947,0.752009
amos_0142,24.5840,0.775591
amos_0327,24.1595,0.663712
amos_0176,23.2574,0.697784
amos_0171,22.5984,0.728567
amos_0089,21.7187,0.683787
amos_0097,22.5670,0.735612
amos_0440,23.9070,0.682617
amos_0304,24.0669,0.612613
amos_0051,24.2349,0.696482
amos_0200,22.8717,0.714192
amos_0298,23.6596,0.714709
amos_0132,21.9985,0.713263
amos_0121,22.7239,0.724174
amos_0359,22.0883,0.584767
amos_0181,22.5747,0.719509
amos_0371,23.8844,0.737057
amos_0038,24.7533,0.736608
amos_0161,22.0842,0.696125
amos_0005,23.3924,0.724682
amos_0094,24.5311,0.733933
amos_0305,24.9436,0.700845
amos_0189,22.6644,0.672947
amos_0375,23.4502,0.743876
amos_0454,21.6207,0.406635
amos_0095,23.8811,0.705205
amos_0469,24.6277,0.687439
amos_0293,22.8187,0.648759
amos_0341,23.2055,0.642501
amos_0408,23.9427,0.759166
