ct_path,psnr_db,ssim
s0013,27.4648,0.801495
s0029,26.3684,0.789481
s0038,28.8994,0.849459
s0040,27.8008,0.800170
s0119,28.1492,0.829855
s0230,24.3150,0.815418
s0235,28.7344,0.885276
s0236,26.4352,0.795198
s0244,26.5714,0.789059
s0291,27.8498,0.812752
s0295,30.6559,0.960051
s0308,28.3318,0.838970
s0311,28.7407,0.842823
s0423,26.1121,0.758809
s0440,27.7191,0.831716
s0441,27.3860,0.812680
s0450,29.5239,0.867885
s0459,25.5393,0.813426
s0468,25.7806,0.829905
s0470,25.5258,0.793106
s0482,23.7862,0.693503
s0499,27.9132,0.821895
s0505,24.7671,0.761856
s0543,26.9101,0.808344
s0561,28.2747,0.835211
s0667,25.9585,0.782116
s0673,26.9862,0.822194
s0684,27.7904,0.911923
s0687,26.5066,0.837903
s0735,25.0082,0.824971
s0753,26.5285,0.810650
s0802,26.3679,0.855477
s0829,26.6950,0.834213
s0907,25.7168,0.785646
s0923,28.1945,0.842762
s0933,24.2702,0.738309
s0951,28.0074,0.834082
s0994,26.8157,0.741900
s1051,29.3438,0.933699
s1057,26.6440,0.816097
s1075,27.3142,0.893901
s1094,26.7769,0.860652
s1096,22.4872,0.846926
s1112,26.8360,0.837776
s1119,25.6125,0.749841
s1121,24.9153,0.790261
s1152,21.7877,0.692913
s1174,28.1007,0.823818
s1176,26.6728,0.845218
s1184,25.2834,0.815044
s1192,25.5435,0.793377
s1195,29.1138,0.917347
s1212,25.9851,0.789075
s1240,27.2018,0.806040
s1248,27.0573,0.835435
s1249,23.2719,0.722412
s1276,26.8121,0.838369
s1322,28.8446,0.835645
s1323,25.3544,0.781449
s1347,26.3880,0.785339
s1355,28.8910,0.846018
s1357,25.6186,0.808557
s1377,25.0411,0.741366
s1386,27.9507,0.779388
s1411,27.4374,0.791512
s1412,26.8777,0.755221
s1413,24.9460,0.771809
s1414,27.8606,0.833049
s1415,25.8437,0.773799
s1418,26.8449,0.777494
s1420,23.7375,0.750966
s1421,22.9357,0.719839
s1422,25.6037,0.768131
s1423,26.8235,0.817376
s1424,24.3401,0.769388
s1425,28.0395,0.853845
s1426,29.3692,0.891854
s1427,27.8321,0.829779
s1428,26.3232,0.850717
