ct_path,psnr_db,ssim
ToothFairy3S_0049_0000,25.9671,0.925812
ToothFairy3F_051_0000,21.8804,0.790156
ToothFairy3P_216_0000,25.7557,0.923500
ToothFairy3P_331_0000,25.7005,0.877603
ToothFairy3P_523_0000,27.2660,0.933230
ToothFairy3P_010_0000,24.9859,0.875240
ToothFairy3P_470_0000,26.5631,0.927065
ToothFairy3P_064_0000,26.2760,0.916410
ToothFairy3P_054_0000,27.2717,0.931740
ToothFairy3P_343_0000,28.6099,0.941420
ToothFairy3S_0040_0000,26.3743,0.931049
ToothFairy3F_036_0000,21.7113,0.780143
ToothFairy3P_509_0000,27.7299,0.934001
ToothFairy3P_415_0000,26.3939,0.891580
ToothFairy3P_114_0000,26.0606,0.912281
ToothFairy3P_429_0000,27.6486,0.931906
ToothFairy3P_066_0000,26.5346,0.927121
ToothFairy3P_118_0000,25.8518,0.883859
ToothFairy3P_508_0000,27.4114,0.931599
ToothFairy3P_485_0000,26.6318,0.927274
ToothFairy3P_249_0000,27.5514,0.931567
ToothFairy3P_366_0000,28.6111,0.941066
ToothFairy3F_001_0000,20.1359,0.644915
ToothFairy3P_373_0000,27.6237,0.936720
ToothFairy3P_397_0000,28.1905,0.939147
ToothFairy3P_459_0000,28.6244,0.938981
ToothFairy3P_482_0000,26.5929,0.926834
ToothFairy3P_419_0000,27.1115,0.933606
ToothFairy3P_190_0000,28.3828,0.937693
ToothFairy3S_0050_0000,27.5941,0.929222
ToothFairy3P_424_0000,26.3849,0.917208
ToothFairy3F_052_0000,22.1519,0.780438
ToothFairy3F_008_0000,22.2685,0.790542
ToothFairy3P_536_0000,27.0020,0.926168
ToothFairy3P_333_0000,24.4054,0.866074
ToothFairy3P_538_0000,27.0266,0.928317
ToothFairy3P_471_0000,27.4433,0.935465
ToothFairy3F_034_0000,21.8862,0.775889
ToothFairy3P_081_0000,25.3215,0.917522
ToothFairy3P_507_0000,28.5908,0.942395
ToothFairy3P_213_0000,27.3895,0.933605
ToothFairy3P_241_0000,28.2469,0.942687
ToothFairy3P_335_0000,26.6224,0.922556
ToothFairy3S_0014_0000,27.7991,0.929796
ToothFairy3P_042_0000,25.8020,0.880368
ToothFairy3P_535_0000,26.6323,0.927398
ToothFairy3P_382_0000,26.3460,0.915591
ToothFairy3P_365_0000,26.8851,0.923429
ToothFairy3P_109_0000,28.3995,0.937043
ToothFairy3P_209_0000,27.7729,0.934559
ToothFairy3P_129_0000,28.2686,0.937719
ToothFairy3F_056_0000,21.5501,0.775810
ToothFairy3P_339_0000,27.6298,0.936940
ToothFairy3P_238_0000,25.4697,0.874792
ToothFairy3P_405_0000,28.3241,0.943303
ToothFairy3P_499_0000,28.7367,0.942697
ToothFairy3P_526_0000,25.8985,0.879959
ToothFairy3P_013_0000,28.6430,0.949743
ToothFairy3P_039_0000,27.9313,0.935553
ToothFairy3P_370_0000,25.5194,0.889061
ToothFairy3P_098_0000,27.1516,0.933496
ToothFairy3P_253_0000,27.4752,0.929463
ToothFairy3P_035_0000,27.3889,0.933241
ToothFairy3P_091_0000,27.1753,0.928187
ToothFairy3P_341_0000,27.3801,0.928806
ToothFairy3P_090_0000,26.9945,0.932049
ToothFairy3S_0036_0000,25.7744,0.873522
ToothFairy3P_210_0000,26.7193,0.924374
ToothFairy3P_422_0000,25.7717,0.922481
ToothFairy3S_0008_0000,29.0449,0.936601
ToothFairy3P_363_0000,27.3364,0.938833
ToothFairy3P_473_0000,24.5223,0.904229
ToothFairy3S_0017_0000,28.8699,0.947280
ToothFairy3S_0043_0000,26.2399,0.926268
ToothFairy3F_046_0000,22.2045,0.785344
ToothFairy3P_493_0000,28.3415,0.936693
ToothFairy3P_451_0000,27.6936,0.937782
