ct_path,psnr_db,ssim
ToothFairy3S_0049_0000,26.7714,0.899927
ToothFairy3F_051_0000,24.2491,0.824302
ToothFairy3P_216_0000,26.4547,0.887879
ToothFairy3P_331_0000,26.2396,0.874937
ToothFairy3P_523_0000,26.0819,0.887591
ToothFairy3P_010_0000,26.7238,0.874734
ToothFairy3P_470_0000,26.2924,0.886328
ToothFairy3P_064_0000,25.4930,0.872475
ToothFairy3P_054_0000,26.7717,0.891028
ToothFairy3P_343_0000,27.2224,0.900051
ToothFairy3S_0040_0000,26.2600,0.892580
ToothFairy3F_036_0000,24.5535,0.827717
ToothFairy3P_509_0000,27.0858,0.894859
ToothFairy3P_415_0000,26.8776,0.876091
ToothFairy3P_114_0000,25.6946,0.880839
ToothFairy3P_429_0000,27.0680,0.896107
ToothFairy3P_066_0000,26.4075,0.886519
ToothFairy3P_118_0000,26.3264,0.873143
ToothFairy3P_508_0000,26.5754,0.891375
ToothFairy3P_485_0000,26.6996,0.890564
ToothFairy3P_249_0000,27.0371,0.899126
ToothFairy3P_366_0000,26.7827,0.891992
ToothFairy3F_001_0000,22.8535,0.767180
ToothFairy3P_373_0000,26.9853,0.893797
ToothFairy3P_397_0000,26.9458,0.896510
ToothFairy3P_459_0000,26.6703,0.893338
ToothFairy3P_482_0000,26.7806,0.890705
ToothFairy3P_419_0000,26.1980,0.893791
ToothFairy3P_190_0000,26.6279,0.888949
ToothFairy3S_0050_0000,26.3932,0.895427
ToothFairy3P_424_0000,26.3106,0.881731
ToothFairy3F_052_0000,24.1360,0.820558
ToothFairy3F_008_0000,23.8796,0.820428
ToothFairy3P_536_0000,26.1921,0.881115
ToothFairy3P_333_0000,26.2166,0.873439
ToothFairy3P_538_0000,26.3891,0.884966
ToothFairy3P_471_0000,26.2267,0.888364
ToothFairy3F_034_0000,23.8841,0.815805
ToothFairy3P_081_0000,25.7356,0.878911
ToothFairy3P_507_0000,27.2024,0.896088
ToothFairy3P_213_0000,26.2751,0.887283
ToothFairy3P_241_0000,27.0042,0.896650
ToothFairy3P_335_0000,26.3532,0.884660
ToothFairy3S_0014_0000,26.8193,0.893373
ToothFairy3P_042_0000,26.3926,0.865732
ToothFairy3P_535_0000,26.6169,0.895714
ToothFairy3P_382_0000,25.9091,0.873150
ToothFairy3P_365_0000,26.4795,0.888570
ToothFairy3P_109_0000,26.6437,0.891635
ToothFairy3P_209_0000,27.1754,0.896520
ToothFairy3P_129_0000,27.0438,0.896184
ToothFairy3F_056_0000,24.1107,0.815079
ToothFairy3P_339_0000,26.3535,0.890280
ToothFairy3P_238_0000,26.0222,0.854921
ToothFairy3P_405_0000,27.0235,0.895232
ToothFairy3P_499_0000,27.3428,0.896217
ToothFairy3P_526_0000,27.1229,0.877147
ToothFairy3P_013_0000,27.4939,0.908136
ToothFairy3P_039_0000,26.9663,0.894735
ToothFairy3P_370_0000,27.0647,0.884490
ToothFairy3P_098_0000,26.2452,0.890983
ToothFairy3P_253_0000,26.5672,0.890823
ToothFairy3P_035_0000,26.5658,0.888229
ToothFairy3P_091_0000,26.5269,0.891213
ToothFairy3P_341_0000,26.4338,0.884719
ToothFairy3P_090_0000,26.8193,0.892242
ToothFairy3S_0036_0000,26.1966,0.875871
ToothFairy3P_210_0000,25.9247,0.879117
ToothFairy3P_422_0000,26.3914,0.886326
ToothFairy3S_0008_0000,27.1765,0.902472
ToothFairy3P_363_0000,26.2988,0.893310
ToothFairy3P_473_0000,24.8384,0.871904
ToothFairy3S_0017_0000,27.4859,0.910367
ToothFairy3S_0043_0000,25.9007,0.891029
ToothFairy3F_046_0000,24.1010,0.815675
ToothFairy3P_493_0000,26.8102,0.894923
ToothFairy3P_451_0000,26.8969,0.898113
