ct_path,psnr_db,ssim
amos_0165,24.1189,0.594705
amos_0384,24.0229,0.630807
amos_0046,24.0745,0.614148
amos_0157,23.9183,0.638778
amos_0054,23.4808,0.571259
amos_0073,24.0300,0.656333
amos_0316,23.8300,0.625068
amos_0210,22.9029,0.602514
amos_0075,24.3220,0.634624
amos_0334,22.4350,0.707899
amos_0404,23.8122,0.601316
amos_0416,24.2478,0.711695
amos_0093,21.8967,0.543444
amos_0216,24.8164,0.685492
amos_0480,24.7131,0.738152
amos_0060,24.0695,0.635244
amos_0369,23.1621,0.612494
amos_0164,23.2579,0.592493
amos_0211,24.3242,0.671352
amos_0252,23.3752,0.702385
amos_0444,22.4868,0.697592
amos_0321,23.8188,0.637252
amos_0290,23.7726,0.670176
amos_0390,23.8899,0.599015
amos_0008,24.1397,0.599917
amos_0463,23.8216,0.681310
amos_0250,23.5574,0.690423
amos_0229,24.8789,0.703810
amos_0246,24.5519,0.720289
amos_0212,24.9506,0.746595
amos_0130,23.3551,0.560524
amos_0163,23.3373,0.618443
amos_0224,24.8308,0.688650
amos_0042,24.6239,0.664189
amos_0279,24.8949,0.718437
amos_0022,24.3368,0.602834
amos_0435,24.7546,0.694504
amos_0069,24.7609,0.652644
amos_0228,24.3797,0.667664
amos_0152,23.4912,0.620083
amos_0370,24.1662,0.623002
amos_0218,23.5561,0.662556
amos_0155,23.8562,0.632270
amos_0178,23.5480,0.628956
amos_0398,22.0245,0.595649
amos_0140,23.9760,0.619715
amos_0142,24.7205,0.606984
amos_0327,24.4532,0.706889
amos_0176,23.1312,0.623273
amos_0171,22.3441,0.635922
amos_0089,21.5215,0.531092
amos_0097,22.9053,0.519020
amos_0440,23.9802,0.677386
amos_0304,23.9859,0.671615
amos_0051,24.1143,0.639684
amos_0200,23.2089,0.589945
amos_0298,23.9046,0.645808
amos_0132,21.9006,0.505688
amos_0121,23.2942,0.553458
amos_0359,22.1690,0.699920
amos_0181,22.9940,0.565667
amos_0371,23.7456,0.643438
amos_0038,24.6780,0.645182
amos_0161,22.0885,0.550106
amos_0005,23.4871,0.589370
amos_0094,24.3868,0.637747
amos_0305,24.8053,0.701759
amos_0189,22.4715,0.614900
amos_0375,23.2949,0.637947
amos_0454,21.8880,0.717011
amos_0095,23.9974,0.662244
amos_0469,24.5286,0.747674
amos_0293,23.0642,0.669306
amos_0341,23.3383,0.690059
amos_0408,23.9079,0.614784
