ct_path,psnr_db,ssim
amos_0165,31.3622,0.926060
amos_0384,29.6509,0.902957
amos_0046,30.5750,0.909610
amos_0157,31.3899,0.911251
amos_0054,29.2739,0.909601
amos_0073,28.7470,0.893735
amos_0316,28.8303,0.893143
amos_0210,26.9777,0.871890
amos_0075,29.6315,0.901845
amos_0334,29.2822,0.896307
amos_0404,30.6959,0.925764
amos_0416,30.9553,0.925115
amos_0093,27.5964,0.852190
amos_0216,30.4203,0.903622
amos_0480,29.5760,0.891006
amos_0060,30.7186,0.909813
amos_0369,28.5523,0.894164
amos_0164,29.6322,0.901196
amos_0211,30.0721,0.893794
amos_0252,30.6645,0.920824
amos_0444,27.4567,0.871284
amos_0321,29.4388,0.885603
amos_0290,29.7050,0.908799
amos_0390,30.1629,0.916406
amos_0008,29.6399,0.907886
amos_0463,30.6582,0.924451
amos_0250,28.5653,0.889046
amos_0229,30.8121,0.919708
amos_0246,31.1611,0.931665
amos_0212,31.2222,0.920403
amos_0130,29.8043,0.913373
amos_0163,31.0428,0.903385
amos_0224,30.0379,0.901391
amos_0042,29.3184,0.899376
amos_0279,30.1064,0.888686
amos_0022,30.9444,0.924577
amos_0435,30.0656,0.908486
amos_0069,30.2562,0.912984
amos_0228,28.7934,0.871932
amos_0152,28.2836,0.890283
amos_0370,28.7810,0.910141
amos_0218,27.9281,0.896151
amos_0155,29.5724,0.894989
amos_0178,29.9199,0.902967
amos_0398,29.3322,0.899530
amos_0140,30.8146,0.918235
amos_0142,31.5546,0.918861
amos_0327,31.2462,0.924081
amos_0176,30.1957,0.914320
amos_0171,29.3561,0.887167
amos_0089,26.1805,0.848269
amos_0097,29.5938,0.899500
amos_0440,27.8349,0.868848
amos_0304,29.4385,0.908333
amos_0051,30.4657,0.896612
amos_0200,29.0028,0.881946
amos_0298,30.4402,0.899683
amos_0132,27.7316,0.886474
amos_0121,28.6939,0.880177
amos_0359,28.4045,0.908654
amos_0181,28.5788,0.894486
amos_0371,30.1668,0.919809
amos_0038,30.1583,0.913154
amos_0161,28.6734,0.900518
amos_0005,28.7273,0.890637
amos_0094,30.6837,0.911695
amos_0305,29.9912,0.919875
amos_0189,28.6243,0.892236
amos_0375,31.3122,0.907124
amos_0454,31.6613,0.919528
amos_0095,31.7082,0.931618
amos_0469,28.4863,0.887743
amos_0293,27.2832,0.861980
amos_0341,29.8403,0.920116
amos_0408,29.2903,0.899157
