ct_path,psnr_db,ssim
liver_139,24.3859,0.742567
hepaticvessel_182,26.1312,0.868992
colon_209,24.3565,0.784327
pancreas_237,26.0976,0.842247
pancreas_352,26.5579,0.856998
pancreas_042,26.2970,0.842633
liver_63,25.4132,0.831750
pancreas_273,26.7401,0.860400
lung_048,24.4956,0.754926
spleen_61,25.2594,0.811319
hepaticvessel_026,26.6516,0.857008
pancreas_004,26.4133,0.845092
colon_039,25.7802,0.849722
pancreas_006,26.4554,0.854815
pancreas_284,26.6776,0.853053
colon_118,24.5108,0.712770
lung_081,23.3245,0.736872
colon_037,25.0289,0.789337
colon_157,24.2538,0.799463
lung_079,22.3533,0.707759
pancreas_105,25.2790,0.731765
pancreas_335,25.8647,0.838606
hepaticvessel_359,26.5645,0.875379
hepaticvessel_400,26.6396,0.811810
hepaticvessel_181,24.1952,0.808139
pancreas_345,26.6433,0.838566
pancreas_044,26.7003,0.854342
pancreas_092,24.2533,0.744550
pancreas_391,26.7579,0.842213
pancreas_037,26.6017,0.832451
lung_024,24.4515,0.771300
hepaticvessel_318,26.6331,0.840761
hepaticvessel_196,26.9084,0.871714
hepaticvessel_228,26.7330,0.807294
hepaticvessel_384,26.6113,0.859598
pancreas_188,26.4377,0.835876
colon_011,24.8744,0.845816
lung_017,23.5751,0.737625
hepaticvessel_001,26.6237,0.846318
hepaticvessel_055,26.4321,0.813861
lung_061,23.5844,0.767125
lung_006,22.4415,0.707612
pancreas_226,26.4241,0.861406
hepaticvessel_195,26.6136,0.822041
pancreas_080,26.7890,0.863659
pancreas_223,26.2586,0.851121
hepaticvessel_180,25.3605,0.845337
colon_019,25.8380,0.851870
colon_025,25.5350,0.833525
pancreas_033,25.2609,0.774814
hepaticvessel_185,24.9204,0.825616
colon_155,24.7300,0.712108
hepaticvessel_192,25.5169,0.822818
pancreas_325,26.9562,0.874156
hepaticvessel_160,27.0016,0.827970
colon_168,25.8915,0.851893
hepaticvessel_395,26.7684,0.841264
hepaticvessel_019,26.6577,0.822528
pancreas_283,26.0522,0.859469
hepaticvessel_431,27.0661,0.859108
pancreas_121,26.6103,0.828217
pancreas_269,26.2083,0.847208
hepaticvessel_349,26.8019,0.867528
pancreas_028,26.4830,0.819311
pancreas_057,26.4609,0.811466
hepaticvessel_234,26.4811,0.846196
colon_217,24.2070,0.707539
colon_127,24.3979,0.778435
hepaticvessel_047,26.7203,0.807255
spleen_49,25.4431,0.814851
pancreas_256,26.3296,0.856625
pancreas_016,26.5325,0.846697
pancreas_170,26.4812,0.850561
hepaticvessel_282,26.2442,0.800921
colon_112,24.1304,0.741367
colon_192,24.8524,0.739788
hepaticvessel_110,26.6330,0.843376
liver_17,25.0860,0.797385
colon_200,25.3596,0.828689
liver_76,25.7098,0.809195
liver_130,24.3452,0.718415
pancreas_349,26.4756,0.853600
hepaticvessel_214,25.9628,0.852477
lung_093,23.5311,0.758088
lung_013,23.9550,0.730434
colon_148,24.4398,0.754676
colon_060,26.1646,0.847617
liver_19,24.7958,0.722256
colon_083,25.2631,0.754571
hepaticvessel_284,26.6985,0.857766
spleen_40,24.8530,0.731074
hepaticvessel_003,26.5851,0.813244
liver_112,24.6925,0.803821
colon_119,24.9812,0.767757
pancreas_212,24.4574,0.808546
pancreas_209,25.1384,0.829409
pancreas_036,26.9166,0.847854
liver_75,24.5667,0.722742
hepaticvessel_406,26.8953,0.856235
colon_179,24.6789,0.748358
hepaticvessel_122,25.5742,0.820184
lung_083,24.0082,0.777833
liver_18,24.8361,0.749320
pancreas_252,26.1915,0.842249
pancreas_136,26.3443,0.849852
liver_24,24.9856,0.739152
pancreas_257,26.8516,0.876776
pancreas_262,26.2655,0.786742
pancreas_337,26.5011,0.869988
hepaticvessel_200,26.6077,0.788305
hepaticvessel_199,26.7751,0.875547
hepaticvessel_279,26.8108,0.856037
colon_214,26.5105,0.827113
hepaticvessel_127,23.6094,0.740223
hepaticvessel_251,26.4264,0.803123
colon_147,24.7617,0.744099
pancreas_030,24.3807,0.756576
pancreas_086,26.5755,0.817401
pancreas_151,23.5239,0.715085
hepaticvessel_455,25.1530,0.827295
hepaticvessel_315,26.2453,0.812495
lung_066,23.6844,0.761090
pancreas_045,26.6930,0.808752
hepaticvessel_126,24.6270,0.768167
hepaticvessel_161,26.8383,0.821111
pancreas_110,25.1035,0.829605
pancreas_243,26.7488,0.869121
hepaticvessel_438,26.3540,0.860348
colon_005,24.4963,0.793928
colon_156,23.4589,0.768988
pancreas_194,26.4222,0.857442
hepaticvessel_425,26.8269,0.873095
hepaticvessel_380,26.3344,0.854540
colon_070,26.0478,0.847023
pancreas_347,25.7248,0.805971
pancreas_009,25.8475,0.802548
hepaticvessel_025,25.8680,0.844137
hepaticvessel_444,26.2676,0.855159
lung_041,23.2148,0.753880
pancreas_416,23.3981,0.716841
hepaticvessel_460,26.1273,0.816245
hepaticvessel_297,26.6130,0.828762
liver_118,24.2336,0.726403
pancreas_249,24.8215,0.794695
lung_068,23.6395,0.731297
pancreas_314,25.5168,0.836243
pancreas_091,26.4433,0.802462
liver_178,24.0505,0.700668
pancreas_350,26.6756,0.863464
pancreas_064,26.6841,0.843995
lung_036,22.9041,0.711000
colon_126,25.0542,0.808790
liver_174,24.8185,0.777039
hepaticvessel_441,26.5852,0.856837
pancreas_346,26.1099,0.836001
colon_038,25.6214,0.832573
pancreas_401,25.6574,0.832803
colon_010,25.2308,0.802282
colon_133,25.7343,0.807414
liver_103,24.5917,0.735055
hepaticvessel_243,26.2500,0.812491
pancreas_342,25.8585,0.825884
pancreas_060,26.8426,0.873199
colon_186,24.3573,0.765509
pancreas_330,26.6988,0.860533
pancreas_227,25.5903,0.832386
hepaticvessel_210,26.7784,0.856347
colon_059,26.4353,0.825710
pancreas_038,26.5233,0.853367
colon_069,25.4307,0.780081
pancreas_128,26.2118,0.805230
hepaticvessel_348,26.5158,0.820939
liver_166,23.5069,0.763289
hepaticvessel_170,26.2725,0.810189
hepaticvessel_388,25.9132,0.833537
liver_59,25.2137,0.746506
hepaticvessel_368,26.2748,0.857994
pancreas_308,25.2379,0.811941
hepaticvessel_050,26.1879,0.826089
pancreas_076,26.7933,0.866717
liver_113,22.9623,0.740816
hepaticvessel_448,26.9610,0.858374
hepaticvessel_178,26.3509,0.824096
pancreas_070,25.9339,0.837477
pancreas_371,25.4226,0.825589
colon_207,23.9069,0.716054
liver_32,23.8253,0.734303
pancreas_229,25.5742,0.827818
pancreas_405,26.0641,0.827729
liver_159,24.5946,0.750105
hepaticvessel_215,25.9511,0.836031
pancreas_310,26.5460,0.828619
hepaticvessel_397,26.2745,0.832820
colon_117,24.3304,0.712814
pancreas_124,25.5621,0.812214
lung_040,22.3710,0.694573
pancreas_329,25.5145,0.814460
pancreas_236,25.4936,0.793137
liver_121,23.7635,0.680806
lung_015,22.0404,0.708580
hepaticvessel_032,25.6776,0.824802
hepaticvessel_386,26.8006,0.851359
pancreas_179,26.6785,0.856566
pancreas_413,26.5989,0.831958
colon_134,24.4372,0.722579
hepaticvessel_187,26.1274,0.846385
colon_048,24.6520,0.748012
pancreas_214,26.1255,0.836211
hepaticvessel_084,25.8905,0.825366
